INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	328	Guyana				-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	332	Haiti				-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	340	Honduras				-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	388	Jamaica				-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	484	Mexico				-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	558	Nicaragua				-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	600	Paraguay				-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	604	Peru				-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	630	Puerto Rico				-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	659	Saint Kitts and Nevis				-62.76628613	17.33994219	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	662	Saint Lucia				-60.96529553	13.89405601	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	670	Saint Vincent and the Grenadines				-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	780	Trinidad and Tobago				-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	858	Uruguay				-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	48	Bahrain				50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	275	State of Palestine				35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	368	Iraq				43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	400	Jordan				37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	414	Kuwait				47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	422	Lebanon				35.89391711	33.92152458	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	512	Oman				57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	634	Qatar				51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	682	Saudi Arabia				44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	784	United Arab Emirates				53.98279159	23.43322219	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	887	Yemen				45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	96	Brunei Darussalam				114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	104	Myanmar				96.51752295	21.19332882	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	116	Cambodia				104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	360	Indonesia				113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	418	Lao People's Democratic Republic				101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	458	Malaysia				116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	608	Philippines				120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	764	Thailand				101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	156	China				104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	344	China, Hong Kong Special Administrative Region				114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	410	Republic of Korea				127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	598	Papua New Guinea				145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
