INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	196	Cyprus				33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	203	Czechia				15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	208	Denmark				9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	233	Estonia				25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	246	Finland				23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	250	France				2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	276	Germany				10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	300	Greece				22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	348	Hungary				19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	372	Ireland				-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	376	Israel				34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	380	Italy				12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	392	Japan				139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	428	Latvia				26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	440	Lithuania				23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	442	Luxembourg				6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	470	Malta				14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	492	Monaco				7.424214814	43.73532918	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	498	Republic of Moldova				28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	499	Montenegro				19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	528	Netherlands				5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	554	New Zealand				170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	578	Norway				11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	616	Poland				19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	620	Portugal				-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	642	Romania				24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	643	Russian Federation				99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	674	San Marino				12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	688	Serbia				20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	703	Slovakia				19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	705	Slovenia				14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	724	Spain				-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	752	Sweden				14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	756	Switzerland				8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	804	Ukraine				31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	807	North Macedonia				21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	826	United Kingdom of Great Britain and Northern Ireland				-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	831	Guernsey				-2.200712402	49.71561166		4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	832	Jersey				-2.136773508	49.22353354		4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	833	Isle of Man				-4.538190305	54.22880901		4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	12	Algeria				2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	434	Libya				18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	504	Morocco				-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	120	Cameroon				12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	140	Central African Republic				20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	148	Chad				18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	174	Comoros				43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	178	Congo				15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	180	Democratic Republic of the Congo				23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	204	Benin				2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	262	Djibouti				42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	266	Gabon				11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	324	Guinea				-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	384	Côte d'Ivoire				-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	450	Madagascar				46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	466	Mali				-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	478	Mauritania				-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	562	Niger				9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	686	Senegal				-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	690	Seychelles				55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	706	Somalia				46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	710	South Africa				24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	716	Zimbabwe				29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	768	Togo				0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	854	Burkina Faso				-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	76	Brazil				-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	84	Belize				-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	152	Chile				-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	170	Colombia				-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	188	Costa Rica				-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	192	Cuba				-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	591	Panama				-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	862	Venezuela (Bolivarian Republic of)				-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	31	Azerbaijan				50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	51	Armenia				44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	268	Georgia				43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	398	Kazakhstan				66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	417	Kyrgyzstan				74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	762	Tajikistan				69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	795	Turkmenistan				58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	860	Uzbekistan				63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	760	Syrian Arab Republic				38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	792	Turkey				35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	702	Singapore				103.8107883	1.361009155	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	704	Viet Nam				105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	496	Mongolia				103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	4	Afghanistan				66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	144	Sri Lanka				80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	356	India				79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	364	Iran (Islamic Republic of)				54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	524	Nepal				83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	586	Pakistan				68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	352	Iceland				-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	840	United States of America				-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	788	Tunisia				9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	818	Egypt				29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	90	Solomon Islands				160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	242	Fiji				177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	296	Kiribati				-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	548	Vanuatu				167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	24	Angola				17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	72	Botswana				23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	108	Burundi				29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	132	Cabo Verde				-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	226	Equatorial Guinea				10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	231	Ethiopia				39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	232	Eritrea				38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	270	Gambia				-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	288	Ghana				-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	404	Kenya				37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	426	Lesotho				28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	454	Malawi				33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	480	Mauritius				57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	508	Mozambique				38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	516	Namibia				17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	566	Nigeria				8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	624	Guinea-Bissau				-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	646	Rwanda				29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	678	Sao Tome and Principe				6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	694	Sierra Leone				-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	729	Sudan				29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	748	Eswatini				31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	800	Uganda				32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	834	United Republic of Tanzania				34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	894	Zambia				27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	28	Antigua and Barbuda				-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	32	Argentina				-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	44	Bahamas				-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	52	Barbados				-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	68	Bolivia (Plurinational State of)				-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	92	British Virgin Islands				-64.63294223	18.42256578		4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	212	Dominica				-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	214	Dominican Republic				-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	218	Ecuador				-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	222	El Salvador				-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	308	Grenada				-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.3q	79580982	Length of maternity leave	79580982	Length of maternity leave	320	Guatemala				-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
