INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	434	Libya	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LBY	18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2002, 2005, 2009, 2013]	2000	2013	5	0	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	438	Liechtenstein	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LIE	9.552985019	47.14167005	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018]	2000	2018	17	4	7
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	440	Lithuania	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	442	Luxembourg	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	446	China, Macao Special Administrative Region	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MAC	113.5665388	22.1237259		4	Country or Area	Eastern and South-Eastern Asia	[2000, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	2000	2011	11	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	450	Madagascar	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2006, 2007, 2009, 2011, 2014, 2017]	2000	2017	9	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	454	Malawi	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2012, 2014, 2015]	2002	2015	11	1	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	458	Malaysia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MYS	116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	18	4	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	462	Maldives	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	17	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	466	Mali	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2005, 2008, 2011, 2014, 2017]	2004	2017	6	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	470	Malta	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MLT	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	474	Martinique	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MTQ	-60.91544135	14.56086108		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2015, 2016, 2017]	2000	2017	11	3	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	478	Mauritania	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2009, 2010, 2011, 2014]	2001	2014	5	0	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	480	Mauritius	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	484	Mexico	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2007, 2008, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	14	3	7
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	496	Mongolia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MNG	103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2000	2019	18	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	498	Republic of Moldova	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2000	2018	18	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	499	Montenegro	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MNE	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	500	Montserrat	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MSR	-62.19261223	16.73558313		4	Country or Area	Latin America and the Caribbean	[2000, 2003, 2004, 2010, 2011, 2012, 2013, 2016]	2000	2016	8	1	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	504	Morocco	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2002, 2004, 2005, 2008, 2009, 2017]	2002	2017	6	1	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	508	Mozambique	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MOZ	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2002, 2007, 2009, 2010, 2014, 2016]	2001	2016	7	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	512	Oman	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2003, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	17	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	516	Namibia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NAM	17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2004, 2005, 2011, 2012, 2016]	2001	2016	6	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	520	Nauru	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NRU	166.92313	-0.528742623	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2002, 2006, 2009, 2010, 2014, 2015]	2000	2015	7	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	524	Nepal	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2004, 2008, 2009, 2010, 2012, 2013, 2015, 2018]	2000	2018	10	2	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	528	Netherlands	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	531	Curaçao	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	CUW	-68.95033464	12.15058042		4	Country or Area	Latin America and the Caribbean	[2001, 2011, 2017, 2018]	2001	2018	4	2	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	533	Aruba	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ABW	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2000	2019	18	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	540	New Caledonia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NCL	165.5067368	-21.41742531		4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	16	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	548	Vanuatu	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	VUT	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2009, 2011, 2013]	2009	2013	3	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	554	New Zealand	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NZL	170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	558	Nicaragua	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NIC	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2004, 2005, 2009, 2017, 2018]	2000	2018	6	2	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	562	Niger	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2004, 2009, 2010, 2012, 2014, 2015, 2016]	2000	2016	9	2	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	566	Nigeria	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NGA	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2007, 2009, 2010, 2011, 2014, 2015, 2017]	2000	2017	9	2	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	570	Niue	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NIU	-169.8601693	-19.05000475		4	Country or Area	Oceania, exc. Australia and New Zealand	[2001, 2011]	2001	2011	2	0	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	578	Norway	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	NOR	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	580	Northern Mariana Islands	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MNP	145.7582114	15.19099517		4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	15	1	6
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	583	Micronesia (Federated States of)	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	FSM	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2003, 2009]	2000	2009	4	0	0
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	584	Marshall Islands	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	MHL	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2005, 2011]	2005	2011	2	0	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	585	Palau	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PLW	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2001, 2002, 2003, 2004, 2012, 2014, 2015, 2016, 2017]	2001	2017	9	3	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	586	Pakistan	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2000, 2002, 2004, 2005, 2009, 2011, 2015, 2016, 2017]	2000	2017	9	3	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	591	Panama	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PAN	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	598	Papua New Guinea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PNG	145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2004, 2016]	2000	2016	3	1	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	600	Paraguay	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PRY	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2002, 2006, 2007, 2008, 2015]	2001	2015	6	1	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	604	Peru	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PER	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017]	2002	2017	14	3	7
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	608	Philippines	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PHL	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2002, 2006, 2007, 2011, 2012, 2016, 2017, 2018]	2001	2018	9	3	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	616	Poland	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	POL	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	620	Portugal	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	624	Guinea-Bissau	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2005, 2009, 2012, 2017]	2000	2017	5	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	626	Timor-Leste	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	TLS	125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2002, 2004, 2007, 2008, 2010, 2015]	2001	2015	7	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	630	Puerto Rico	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PRI	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	634	Qatar	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	QAT	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2016, 2017, 2018]	2000	2018	17	3	7
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	638	Réunion	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	REU	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	14	4	6
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	642	Romania	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
