INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	70	Bosnia and Herzegovina				17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	100	Bulgaria				25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	112	Belarus				28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	124	Canada				-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	191	Croatia				17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	196	Cyprus				33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	203	Czechia				15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	208	Denmark				9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	246	Finland				23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	250	France				2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	276	Germany				10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	300	Greece				22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	348	Hungary				19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	352	Iceland				-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	372	Ireland				-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	380	Italy				12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	438	Liechtenstein				9.552985019	47.14167005	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	440	Lithuania				23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	442	Luxembourg				6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	498	Republic of Moldova				28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	499	Montenegro				19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	528	Netherlands				5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	554	New Zealand				170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	578	Norway				11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	616	Poland				19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	620	Portugal				-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	642	Romania				24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	643	Russian Federation				99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	674	San Marino				12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	688	Serbia				20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	703	Slovakia				19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	705	Slovenia				14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	724	Spain				-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	752	Sweden				14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	756	Switzerland				8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	804	Ukraine				31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	807	North Macedonia				21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	826	United Kingdom of Great Britain and Northern Ireland				-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	434	Libya				18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	788	Tunisia				9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	90	Solomon Islands				160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	548	Vanuatu				167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	24	Angola				17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	72	Botswana				23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	120	Cameroon				12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	226	Equatorial Guinea				10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	266	Gabon				11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	288	Ghana				-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	426	Lesotho				28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	466	Mali				-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	480	Mauritius				57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	508	Mozambique				38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	516	Namibia				17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	562	Niger				9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	566	Nigeria				8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	624	Guinea-Bissau				-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	646	Rwanda				29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	686	Senegal				-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	690	Seychelles				55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	710	South Africa				24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	834	United Republic of Tanzania				34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	854	Burkina Faso				-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	28	Antigua and Barbuda				-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	32	Argentina				-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	68	Bolivia (Plurinational State of)				-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	76	Brazil				-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	84	Belize				-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	170	Colombia				-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	188	Costa Rica				-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	214	Dominican Republic				-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	218	Ecuador				-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	320	Guatemala				-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	484	Mexico				-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	591	Panama				-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	600	Paraguay				-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	604	Peru				-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	659	Saint Kitts and Nevis				-62.76628613	17.33994219	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	858	Uruguay				-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	862	Venezuela (Bolivarian Republic of)				-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	31	Azerbaijan				50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	51	Armenia				44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	268	Georgia				43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	398	Kazakhstan				66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	417	Kyrgyzstan				74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	795	Turkmenistan				58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	792	Turkey				35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	116	Cambodia				104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	608	Philippines				120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	626	Timor-Leste				125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	764	Thailand				101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	410	Republic of Korea				127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	496	Mongolia				103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	108	Burundi				29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	178	Congo				15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	204	Benin				2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	430	Liberia				-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	450	Madagascar				46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	454	Malawi				33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	678	Sao Tome and Principe				6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	694	Sierra Leone				-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	894	Zambia				27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	152	Chile				-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	192	Cuba				-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	222	El Salvador				-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	762	Tajikistan				69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1	c6261123	Whether or not reservation to article 16 of CEDAW	3bd306b9	Optional Protocol (retired)	360	Indonesia				113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
