INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	144	Sri Lanka				LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	356	India				IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	462	Maldives				MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	524	Nepal				NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	586	Pakistan				PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	8	Albania				ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	20	Andorra				AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	36	Australia				AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	40	Austria				AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	56	Belgium				BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	70	Bosnia and Herzegovina				BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	100	Bulgaria				BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	112	Belarus				BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	124	Canada				CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	191	Croatia				HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	196	Cyprus				CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	203	Czechia				CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	208	Denmark				DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	233	Estonia				EST	25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	246	Finland				FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	250	France				FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	276	Germany				DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	300	Greece				GRC	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	348	Hungary				HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	352	Iceland				ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	372	Ireland				IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	376	Israel				ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	380	Italy				ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	392	Japan				JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	428	Latvia				LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	438	Liechtenstein				LIE	9.552985019	47.14167005	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	440	Lithuania				LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	442	Luxembourg				LUX	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	470	Malta				MLT	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	492	Monaco				MCO	7.424214814	43.73532918	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	498	Republic of Moldova				MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	499	Montenegro				MNE	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	528	Netherlands				NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	554	New Zealand				NZL	170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	578	Norway				NOR	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	616	Poland				POL	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	620	Portugal				PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	642	Romania				ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	643	Russian Federation				RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	674	San Marino				SMR	12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	688	Serbia				SRB	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	703	Slovakia				SVK	19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	705	Slovenia				SVN	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	724	Spain				ESP	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	752	Sweden				SWE	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	756	Switzerland				CHE	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	804	Ukraine				UKR	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	807	North Macedonia				MKD	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	826	United Kingdom of Great Britain and Northern Ireland				GBR	-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	12	Algeria				DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	434	Libya				LBY	18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	504	Morocco				MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	788	Tunisia				TUN	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	818	Egypt				EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	90	Solomon Islands				SLB	160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	242	Fiji				FJI	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	296	Kiribati				KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	548	Vanuatu				VUT	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	583	Micronesia (Federated States of)				FSM	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	584	Marshall Islands				MHL	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	598	Papua New Guinea				PNG	145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	798	Tuvalu				TUV	178.6679611	-7.460048071	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	882	Samoa				WSM	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	24	Angola				AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	72	Botswana				BWA	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	108	Burundi				BDI	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	120	Cameroon				CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	132	Cabo Verde				CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	140	Central African Republic				CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	148	Chad				TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	174	Comoros				COM	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	178	Congo				COG	15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	180	Democratic Republic of the Congo				COD	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	204	Benin				BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	226	Equatorial Guinea				GNQ	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	231	Ethiopia				ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	232	Eritrea				ERI	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	262	Djibouti				DJI	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	266	Gabon				GAB	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	270	Gambia				GMB	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	288	Ghana				GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	324	Guinea				GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	384	Côte d'Ivoire				CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	404	Kenya				KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	426	Lesotho				LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	430	Liberia				LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	450	Madagascar				MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	454	Malawi				MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	466	Mali				MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	478	Mauritania				MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	480	Mauritius				MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	508	Mozambique				MOZ	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	516	Namibia				NAM	17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	562	Niger				NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	566	Nigeria				NGA	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	624	Guinea-Bissau				GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	646	Rwanda				RWA	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	678	Sao Tome and Principe				STP	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	686	Senegal				SEN	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	690	Seychelles				SYC	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	694	Sierra Leone				SLE	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	710	South Africa				ZAF	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	716	Zimbabwe				ZWE	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	748	Eswatini				SWZ	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	768	Togo				TGO	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	800	Uganda				UGA	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.1q	c6261123	Whether or not reservation to article 16 of CEDAW	17230409	CEDAW Status (retired)	834	United Republic of Tanzania				TZA	34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
