INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	248	Åland Islands	F	Female	SEX	F	Female	12100	ALA	19.80945969	60.1544901		4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	248	Åland Islands	M	Male	SEX	M	Male	12100	ALA	19.80945969	60.1544901		4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	8	Albania	F	Female	SEX	F	Female	12100	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	8	Albania	M	Male	SEX	M	Male	12100	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	20	Andorra	F	Female	SEX	F	Female	12100	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	20	Andorra	M	Male	SEX	M	Male	12100	AND	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	32	Argentina	F	Female	SEX	F	Female	12100	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	32	Argentina	M	Male	SEX	M	Male	12100	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	51	Armenia	F	Female	SEX	F	Female	12100	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
QV.4	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	51	Armenia	M	Male	SEX	M	Male	12100	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
