INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	364	Iran (Islamic Republic of)				10600	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	840	United States of America				10600	USA	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	520	Nauru				10600	NRU	166.92313	-0.528742623	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	585	Palau				10600	PLW	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	776	Tonga				10600	TON	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	706	Somalia				10600	SOM	46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	729	Sudan				10600	SDN	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	275	State of Palestine				10600	PSE	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	344	China, Hong Kong Special Administrative Region				10600	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	12	Algeria				10600	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	504	Morocco				10600	MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	788	Tunisia				10600	TUN	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	562	Niger				10600	NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	48	Bahrain				10600	BHR	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	512	Oman				10600	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	634	Qatar				10600	QAT	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
QV.1	Ic6261123	Whether or not reservation to article 16 of CEDAW	Seb9312be	Reservations to CEDAW - Equality to choose residence (retired)	760	Syrian Arab Republic				10600	SYR	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
