INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	246	Finland	M	Male	SEX	M	Male	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	250	France	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	250	France	F	Female	SEX	F	Female	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	250	France	M	Male	SEX	M	Male	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	254	French Guiana	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-53.23619089	3.922673437		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	254	French Guiana	F	Female	SEX	F	Female	-53.23619089	3.922673437		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	254	French Guiana	M	Male	SEX	M	Male	-53.23619089	3.922673437		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	258	French Polynesia	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-149.4052367	-17.67709294		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	258	French Polynesia	F	Female	SEX	F	Female	-149.4052367	-17.67709294		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	258	French Polynesia	M	Male	SEX	M	Male	-149.4052367	-17.67709294		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	266	Gabon	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	266	Gabon	F	Female	SEX	F	Female	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	266	Gabon	M	Male	SEX	M	Male	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	270	Gambia	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	270	Gambia	F	Female	SEX	F	Female	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	270	Gambia	M	Male	SEX	M	Male	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	268	Georgia	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	268	Georgia	F	Female	SEX	F	Female	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	268	Georgia	M	Male	SEX	M	Male	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	276	Germany	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	276	Germany	F	Female	SEX	F	Female	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	276	Germany	M	Male	SEX	M	Male	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	288	Ghana	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	288	Ghana	F	Female	SEX	F	Female	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	288	Ghana	M	Male	SEX	M	Male	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	300	Greece	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	300	Greece	F	Female	SEX	F	Female	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	300	Greece	M	Male	SEX	M	Male	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	308	Grenada	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	308	Grenada	F	Female	SEX	F	Female	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	308	Grenada	M	Male	SEX	M	Male	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	312	Guadeloupe	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-61.64762115	16.14416917		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	312	Guadeloupe	F	Female	SEX	F	Female	-61.64762115	16.14416917		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	312	Guadeloupe	M	Male	SEX	M	Male	-61.64762115	16.14416917		4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	316	Guam	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	144.7029305	13.35485404		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	316	Guam	F	Female	SEX	F	Female	144.7029305	13.35485404		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	316	Guam	M	Male	SEX	M	Male	144.7029305	13.35485404		4	Country or Area	Oceania, exc. Australia and New Zealand	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	320	Guatemala	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	320	Guatemala	F	Female	SEX	F	Female	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	320	Guatemala	M	Male	SEX	M	Male	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	324	Guinea	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	324	Guinea	F	Female	SEX	F	Female	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	324	Guinea	M	Male	SEX	M	Male	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	624	Guinea-Bissau	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	624	Guinea-Bissau	F	Female	SEX	F	Female	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	624	Guinea-Bissau	M	Male	SEX	M	Male	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	328	Guyana	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	328	Guyana	F	Female	SEX	F	Female	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	328	Guyana	M	Male	SEX	M	Male	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	332	Haiti	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	332	Haiti	F	Female	SEX	F	Female	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	332	Haiti	M	Male	SEX	M	Male	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	340	Honduras	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	340	Honduras	F	Female	SEX	F	Female	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	340	Honduras	M	Male	SEX	M	Male	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	348	Hungary	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	348	Hungary	F	Female	SEX	F	Female	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	348	Hungary	M	Male	SEX	M	Male	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	352	Iceland	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	352	Iceland	F	Female	SEX	F	Female	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	352	Iceland	M	Male	SEX	M	Male	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	356	India	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	356	India	F	Female	SEX	F	Female	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	356	India	M	Male	SEX	M	Male	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	360	Indonesia	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	360	Indonesia	F	Female	SEX	F	Female	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	360	Indonesia	M	Male	SEX	M	Male	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	364	Iran (Islamic Republic of)	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	364	Iran (Islamic Republic of)	F	Female	SEX	F	Female	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	364	Iran (Islamic Republic of)	M	Male	SEX	M	Male	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	368	Iraq	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	368	Iraq	F	Female	SEX	F	Female	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	368	Iraq	M	Male	SEX	M	Male	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	372	Ireland	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	372	Ireland	F	Female	SEX	F	Female	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	372	Ireland	M	Male	SEX	M	Male	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	376	Israel	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	376	Israel	F	Female	SEX	F	Female	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	376	Israel	M	Male	SEX	M	Male	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	380	Italy	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	380	Italy	F	Female	SEX	F	Female	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	380	Italy	M	Male	SEX	M	Male	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	388	Jamaica	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	388	Jamaica	F	Female	SEX	F	Female	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	388	Jamaica	M	Male	SEX	M	Male	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	392	Japan	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	392	Japan	F	Female	SEX	F	Female	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	392	Japan	M	Male	SEX	M	Male	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	400	Jordan	_T	Both sexes or no breakdown by sex	SEX	_T	Both sexes or no breakdown by sex	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	400	Jordan	F	Female	SEX	F	Female	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
III.10	c5db0b34	Life expectancy at age 60, by sex	c5db0b34	Life expectancy at age 60, by sex	400	Jordan	M	Male	SEX	M	Male	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1993, 1998, 2003, 2008, 2013, 2018]	1993	2018	6	1	2
