INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T24,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE25,OBS_VALUE__M__Y_GE25,OBS_VALUE___T__Y_GE25,NATURE__F__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y_GE15,NATURE__M__Y_GE15,NATURE___T__Y_GE15,NATURE__F__Y_GE25,NATURE__M__Y_GE25,NATURE___T__Y_GE25,COMMENT_OBS__F__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE25,COMMENT_OBS__M__Y_GE25,COMMENT_OBS___T__Y_GE25,isLatestValue__F__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE25,isLatestValue__M__Y_GE25,isLatestValue___T__Y_GE25
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,10.5,7.8,8.7,3.3,4.0,3.7,1.9,2.8,2.4,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,9.3,10.3,9.9,3.1,4.9,4.2,1.9,3.4,2.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,10.1,8.3,8.9,3.5,4.4,4.0,2.2,3.3,2.8,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,10.1,9.7,9.8,3.9,4.8,4.4,2.6,3.5,3.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,12.2,8.9,10.1,4.0,4.7,4.4,2.3,3.5,3.0,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2005,4.6,2.6,3.6,3.3,,2.5,2.6,1.5,2.0,C,C,C,C,,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,4.5,2.7,3.5,2.9,1.7,2.3,2.2,1.2,1.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2000,19.7,22.1,21.1,11.6,15.0,13.4,10.8,14.0,12.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2001,31.8,18.2,24.0,13.2,13.0,13.1,11.4,12.4,11.9,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2002,24.7,17.2,20.2,8.7,11.3,10.0,7.3,10.6,9.0,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2003,31.9,23.8,26.9,10.4,12.1,11.3,8.3,10.3,9.3,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2004,23.9,26.8,25.7,8.8,11.6,,7.2,9.2,8.2,C,C,C,C,C,,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2005,13.8,16.1,15.2,6.9,9.2,8.0,6.2,8.2,7.2,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2006,15.1,10.0,12.1,5.6,6.2,5.9,4.7,5.7,5.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2007,7.2,12.2,10.1,3.8,5.4,4.6,3.4,4.4,3.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2008,11.3,12.6,12.0,5.1,5.8,5.5,4.4,4.8,4.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2009,21.8,31.6,27.4,10.3,16.7,13.6,9.1,14.7,11.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2010,29.5,35.7,32.9,14.1,19.3,16.7,12.6,17.3,14.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2011,20.6,23.8,22.4,11.6,13.1,12.3,10.7,11.8,11.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2012,18.5,22.8,20.9,9.1,10.9,10.0,8.2,9.5,8.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2013,19.7,17.8,18.7,8.2,9.1,8.6,7.1,8.2,7.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2014,10.0,19.3,15.0,6.8,7.9,7.4,6.5,6.8,6.7,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2015,12.2,13.8,13.1,6.1,6.2,6.2,5.6,5.5,5.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2016,10.6,15.8,13.4,6.1,7.4,6.8,5.7,6.6,6.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2019,PT,Percent,2017,10.0,13.9,12.1,5.3,6.2,5.8,4.9,5.5,5.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2004,57.3,51.1,54.3,26.1,21.3,23.6,12.6,10.3,11.4,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,16.6,16.8,16.7,7.7,7.0,7.4,4.2,3.3,3.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2004,,,,6.0,4.1,4.7,,,,,,,C,C,C,,,,,,,,,,,,,,,,False,False,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2005,16.0,7.1,9.8,5.2,3.3,3.9,2.7,2.5,2.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2011,18.4,12.1,14.2,4.6,4.3,4.4,2.4,2.8,2.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2014,25.7,13.9,18.1,8.5,4.9,6.2,5.0,3.2,3.8,C,C,C,C,C,C,C,C,C,,,,,,,,,,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2016,22.4,11.9,15.4,5.5,3.7,4.3,2.4,2.2,2.2,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2000,29.2,27.5,28.4,12.0,10.4,11.1,8.8,7.4,8.0,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2001,27.5,25.7,26.6,10.8,9.9,10.3,7.7,7.1,7.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2002,27.8,28.6,28.2,10.2,10.7,10.4,7.1,7.6,7.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2003,27.9,27.8,27.8,9.9,11.0,10.5,6.8,8.2,7.5,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
