INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T24,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE25,OBS_VALUE__M__Y_GE25,OBS_VALUE___T__Y_GE25,NATURE__F__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y_GE15,NATURE__M__Y_GE15,NATURE___T__Y_GE15,NATURE__F__Y_GE25,NATURE__M__Y_GE25,NATURE___T__Y_GE25,COMMENT_OBS__F__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE25,COMMENT_OBS__M__Y_GE25,COMMENT_OBS___T__Y_GE25,isLatestValue__F__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE25,isLatestValue__M__Y_GE25,isLatestValue___T__Y_GE25
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,,,,,,3.4,,,,,,,,,C,,,,,,,,,,,,,,,,,,True,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,G,Global,2019,PT,Percent,2000,5.1,4.0,4.4,2.7,1.6,2.0,1.8,0.8,1.1,C,C,C,C,C,C,C,C,C,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,Age coverage - minimum age: 12 years old;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,G,Global,2019,PT,Percent,2016,12.1,19.1,15.9,5.6,6.4,6.1,3.7,3.6,3.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2004,,,,10.9,7.2,8.8,,,,,,,C,C,C,,,,,,,,,,,,,,,,False,False,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,14.1,7.9,10.7,11.1,6.0,8.1,9.7,5.4,7.0,C,C,C,C,C,C,C,C,C,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,Age coverage - minimum age: 10 years old;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,,,,,,6.9,,,,,,,,,C,,,,,,,,,Nonstandard age group: Including ages 10-14;,,,,,,,,,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,,,,,,7.3,,,,,,,,,C,,,,,,,,,Nonstandard age group: Including ages 10-14;,,,,,,,,,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,7.2,8.9,8.2,6.3,6.4,6.4,5.9,5.6,5.7,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,21.4,18.6,20.0,8.7,6.9,7.7,3.6,3.0,3.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,2.2,2.5,2.3,1.3,1.4,1.4,1.0,1.2,1.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2000,10.4,13.1,11.8,6.5,6.2,6.3,4.4,4.8,4.7,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2001,14.5,20.3,17.7,8.1,6.7,7.1,4.3,3.6,3.8,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2002,14.0,16.5,15.3,8.3,6.3,6.9,5.3,4.1,4.5,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2003,19.4,15.6,17.4,9.9,6.4,7.5,5.1,4.5,4.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2004,17.7,18.8,18.3,8.3,6.9,7.3,3.8,4.6,4.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2005,16.0,16.2,16.1,8.4,6.3,6.9,5.2,4.5,4.7,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,Break in series: Methodology revised; Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2006,14.4,16.4,15.5,8.3,6.1,6.8,6.1,4.3,4.8,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2007,11.8,15.0,13.5,7.9,5.8,6.5,6.5,4.2,4.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2008,10.0,13.1,11.7,6.8,5.6,6.0,5.8,4.3,4.8,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2009,12.5,16.2,14.5,7.6,6.5,6.9,6.2,4.9,5.3,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2010,11.8,14.4,13.2,7.1,6.7,6.9,5.8,5.5,5.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2011,12.9,13.7,13.3,7.1,6.0,6.4,5.6,4.7,5.0,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2012,14.7,13.5,14.1,7.3,5.7,6.3,5.6,4.5,4.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2013,10.4,15.2,13.0,6.3,6.5,6.4,5.3,5.1,5.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2014,9.6,13.7,11.7,5.3,6.1,5.8,4.4,5.0,4.8,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2015,9.4,13.9,11.8,5.2,5.5,5.4,4.4,4.4,4.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2016,10.9,11.2,11.0,5.2,4.4,4.7,4.1,3.5,3.7,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,G,Global,2019,PT,Percent,2017,10.2,12.3,11.3,4.7,4.5,4.6,3.7,3.6,3.6,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",478,Mauritania,MRT,-10.33187259,20.26089546,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,17.0,14.1,15.2,12.4,8.5,9.9,11.3,7.3,8.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,11.6,2.5,5.0,3.7,0.4,1.1,2.4,0.2,0.7,C,C,C,C,C,C,C,C,C,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,Data reference period: April; Age coverage - maximum age: 64 years old;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,12.2,2.6,5.3,3.9,0.5,1.2,2.5,0.2,0.7,C,C,C,C,C,C,C,C,C,,,,,,,,,,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2019,PT,Percent,2001,29.8,26.5,27.6,11.6,8.0,9.1,7.1,3.6,4.7,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2019,PT,Percent,2002,29.1,23.6,25.6,11.7,6.5,8.2,7.3,2.8,4.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2019,PT,Percent,2003,22.9,14.1,17.4,9.5,4.0,5.9,6.4,1.9,3.4,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old; ;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2019,PT,Percent,2004,30.9,20.9,24.7,13.4,5.7,8.3,9.4,2.8,5.0,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,G,Global,2019,PT,Percent,2005,34.1,20.5,25.8,16.3,5.8,9.5,12.7,3.2,6.5,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,Repository: ILO-STATISTICS - Micro data processing; Age coverage - minimum age: 16 years old;;,False,False,False,False,False,False,False,False,False
