INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,TIME_DETAIL___T,TIME_DETAIL__F,TIME_DETAIL__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",458,Malaysia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2018,20.602,21.421,19.847,2015-2020,2015-2020,2015-2020,E,E,E,Including Sabah and Sarawak.,Including Sabah and Sarawak.,Including Sabah and Sarawak.,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1993,15.212,15.566,15.013,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1998,16.625,17.209,16.256,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2003,18.039,18.738,17.578,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2008,19.089,19.891,18.484,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2013,20.103,21.221,19.235,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",462,Maldives,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2018,21.256,22.553,20.188,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.457,14.494,14.412,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.245,14.255,14.231,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.632,14.624,14.636,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.078,15.125,15.018,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.23,15.308,15.132,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",466,Mali,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,15.493,15.595,15.369,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,20.792,22.304,19.062,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,21.545,23.203,19.655,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,22.196,23.768,20.382,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,22.938,24.413,21.227,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,23.978,25.267,22.457,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",470,Malta,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,24.68,25.873,23.284,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,21.438,23.102,19.499,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,22.379,24.225,20.246,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,23.311,25.332,20.992,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,24.031,26.053,21.738,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,24.736,26.84,22.396,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",474,Martinique,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,25.469,27.585,23.095,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,16.141,16.903,15.264,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,16.26,17.045,15.341,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,16.368,17.171,15.407,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,16.496,17.266,15.552,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.636,17.396,15.71,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",478,Mauritania,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.761,17.531,15.848,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.63,18.182,17.149,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,18.108,18.611,17.653,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,18.59,19.045,18.171,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,18.932,19.484,18.452,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,19.425,20.017,18.915,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",48,Bahrain,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,19.903,20.566,19.346,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,17.717,19.663,15.51,1990-1995,1990-1995,1990-1995,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,17.356,19.33,15.229,1995-2000,1995-2000,1995-2000,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,18.403,20.249,16.373,2000-2005,2000-2005,2000-2005,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,18.867,20.727,16.829,2005-2010,2005-2010,2005-2010,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,20.162,22.11,18.024,2010-2015,2010-2015,2010-2015,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",480,Mauritius,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,20.627,22.538,18.532,2015-2020,2015-2020,2015-2020,E,E,E,"Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.","Including Agalega, Rodrigues and Saint Brandon.",True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,20.564,21.487,19.456,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,20.991,21.939,19.923,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,21.781,22.81,20.637,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,21.692,22.811,20.468,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,21.442,22.62,20.161,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",484,Mexico,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,21.253,22.394,20.002,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,1993,14.324,15.532,13.1,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,1998,14.161,15.131,13.153,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2003,14.851,16.463,13.261,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2008,15.975,17.585,14.299,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2013,17.012,18.798,15.083,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",496,Mongolia,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2018,17.341,19.2,15.268,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,16.388,17.702,14.637,1990-1995,1990-1995,1990-1995,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,15.944,17.362,14.121,1995-2000,1995-2000,1995-2000,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,15.982,17.537,14.02,2000-2005,2000-2005,2000-2005,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,16.034,17.599,14.085,2005-2010,2005-2010,2005-2010,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,17.205,19.458,14.583,2010-2015,2010-2015,2010-2015,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",498,Republic of Moldova,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,17.578,19.91,14.806,2015-2020,2015-2020,2015-2020,E,E,E,Including Transnistria.,Including Transnistria.,Including Transnistria.,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,20.292,22.329,17.935,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,18.57,20.145,16.808,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,18.564,20.145,16.808,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,18.878,20.262,17.305,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,19.772,21.316,18.055,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",499,Montenegro,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,19.865,21.572,18.004,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1993,15.474,15.789,15.206,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1998,17.531,17.848,17.251,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2003,17.936,18.428,17.504,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2008,18.378,19.151,17.709,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2013,18.869,19.995,17.917,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",50,Bangladesh,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2018,19.3,20.738,18.097,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.034,17.895,16.104,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,17.29,18.138,16.349,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,17.916,18.708,17.028,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,19.413,20.424,18.31,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,19.988,20.978,18.91,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",504,Morocco,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,20.699,21.621,19.696,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.947,15.331,14.472,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.743,15.497,13.839,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.628,15.676,13.37,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,14.485,15.806,12.887,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,14.761,16.155,13.014,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",508,Mozambique,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,15.955,17.203,14.3,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",51,Armenia,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.572,19.093,15.68,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",51,Armenia,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,18.19,19.8,16.229,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",51,Armenia,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,18.834,20.417,16.915,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",51,Armenia,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,18.774,20.403,16.847,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",51,Armenia,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,19.099,20.671,17.21,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
