INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,TIME_DETAIL___T,TIME_DETAIL__F,TIME_DETAIL__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.443,14.964,13.922,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.602,15.149,14.077,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.8,15.32,14.312,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.026,15.618,14.477,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.247,15.863,14.668,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",270,Gambia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,15.411,16.079,14.775,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.289,18.102,16.392,1990-1995,1990-1995,1990-1995,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,17.668,18.546,16.728,1995-2000,1995-2000,1995-2000,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,18.017,19.007,16.989,2000-2005,2000-2005,2000-2005,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,18.365,19.485,17.245,2005-2010,2005-2010,2005-2010,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,18.618,19.825,17.432,2010-2015,2010-2015,2010-2015,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",275,State of Palestine,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,18.937,20.176,17.708,2015-2020,2015-2020,2015-2020,E,E,E,Including East Jerusalem.,Including East Jerusalem.,Including East Jerusalem.,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,20.339,22.213,17.806,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,21.178,23.126,18.687,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,22.128,24.016,19.819,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,22.883,24.688,20.787,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,23.335,25.086,21.392,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",276,Germany,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,23.952,25.636,22.145,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,18.659,18.805,18.491,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,19.151,19.266,19.051,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,19.597,19.705,19.522,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,19.985,20.213,19.771,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,20.463,20.824,20.092,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",28,Antigua and Barbuda,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,20.972,21.357,20.563,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.261,15.801,14.687,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.793,15.197,14.354,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.746,15.14,14.311,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.352,15.782,14.877,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.596,16.062,15.087,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",288,Ghana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,15.811,16.347,15.233,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,1993,14.935,16.343,13.401,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,1998,15.081,16.653,13.345,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2003,15.705,17.605,13.568,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2008,16.812,19.331,14.093,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2013,17.973,20.96,14.733,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",296,Kiribati,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2018,18.736,21.548,15.402,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,21.177,22.69,19.551,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,21.729,23.319,20.021,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,22.453,24.067,20.739,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,23.232,24.876,21.493,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,24.01,25.637,22.289,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",300,Greece,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,24.773,26.382,23.056,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,17.926,19.495,16.098,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,18.473,20.14,16.626,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,18.81,20.52,16.985,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,18.859,20.624,17.084,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,18.634,20.403,16.933,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",308,Grenada,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,18.508,20.241,16.849,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.83,19.62,15.498,1990-1995,1990-1995,1990-1995,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,17.459,19.083,15.488,1995-2000,1995-2000,1995-2000,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,17.274,18.756,15.562,2000-2005,2000-2005,2000-2005,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,17.922,19.695,15.948,2005-2010,2005-2010,2005-2010,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,18.34,19.893,16.57,2010-2015,2010-2015,2010-2015,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",31,Azerbaijan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,18.53,19.868,16.982,2015-2020,2015-2020,2015-2020,E,E,E,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,Including Nagorno-Karabakh.,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,21.222,23.095,19.18,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,22.079,24.024,19.973,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,22.958,24.939,20.766,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,23.822,25.839,21.555,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,24.517,26.568,22.201,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",312,Guadeloupe,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,25.358,27.441,22.98,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,1993,18.445,19.901,17.116,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,1998,19.143,20.835,17.603,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2003,20.137,22.081,18.341,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2008,21.047,23.36,18.898,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2013,21.836,24.459,19.363,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",316,Guam,FSM,158.25,6.91666666,"Oceania, exc. Australia and New Zealand",G,Global,2019,YR,Years,2018,22.744,25.587,19.994,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,19.224,21.345,16.863,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,19.659,21.796,17.257,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,20.091,22.252,17.653,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,20.521,22.711,18.051,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,20.953,23.172,18.451,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",32,Argentina,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,21.389,23.637,18.851,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,17.602,18.627,16.592,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,18.783,19.785,17.761,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,19.961,20.837,19.032,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,20.601,21.523,19.603,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,21.595,22.564,20.517,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",320,Guatemala,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,22.242,23.049,21.302,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.279,15.635,14.837,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.73,14.934,14.466,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.093,14.245,13.886,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,14.744,15.106,14.237,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.095,15.346,14.715,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",324,Guinea,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,15.483,15.811,14.976,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,15.672,16.583,14.757,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,15.766,16.587,14.924,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,17.321,18.808,15.847,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,18.91,20.372,17.421,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,20.774,22.155,19.379,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",328,Guyana,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,20.936,22.239,19.608,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
