INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y_GE25___X,OBS_VALUE__F__Y_GE25___X,OBS_VALUE__M__Y_GE25___X,OBS_VALUE___T__Y15T24___X,OBS_VALUE__F__Y15T24___X,OBS_VALUE__M__Y15T24___X,OBS_VALUE___T__Y_GE15___X,OBS_VALUE__F__Y_GE15___X,OBS_VALUE__M__Y_GE15___X,NATURE___T__Y_GE25___X,NATURE__F__Y_GE25___X,NATURE__M__Y_GE25___X,NATURE___T__Y15T24___X,NATURE__F__Y15T24___X,NATURE__M__Y15T24___X,NATURE___T__Y_GE15___X,NATURE__F__Y_GE15___X,NATURE__M__Y_GE15___X,COMMENT_OBS___T__Y_GE25___X,COMMENT_OBS__F__Y_GE25___X,COMMENT_OBS__M__Y_GE25___X,COMMENT_OBS___T__Y15T24___X,COMMENT_OBS__F__Y15T24___X,COMMENT_OBS__M__Y15T24___X,COMMENT_OBS___T__Y_GE15___X,COMMENT_OBS__F__Y_GE15___X,COMMENT_OBS__M__Y_GE15___X,isLatestValue___T__Y_GE25___X,isLatestValue__F__Y_GE25___X,isLatestValue__M__Y_GE25___X,isLatestValue___T__Y15T24___X,isLatestValue__F__Y15T24___X,isLatestValue__M__Y15T24___X,isLatestValue___T__Y_GE15___X,isLatestValue__F__Y_GE15___X,isLatestValue__M__Y_GE15___X
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2014,4.4,4.4,4.4,17.0,14.8,18.9,6.1,5.8,6.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2015,3.8,3.9,3.8,14.6,12.9,16.2,5.3,5.1,5.5,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2016,3.6,3.7,3.5,13.0,11.1,14.8,4.8,4.7,4.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2017,3.2,3.2,3.1,12.1,10.6,13.5,4.3,4.2,4.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2018,3.0,3.0,2.9,11.3,10.3,12.2,4.0,3.9,4.1,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2021,PT,Percent,2019,2.7,2.7,2.7,11.2,9.2,13.0,3.7,3.5,3.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,Repository: Eurostat special tabulation,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,1.8,1.9,1.7,5.5,5.2,5.8,3.0,3.0,3.0,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,,,,,,,3.6,2.4,4.7,,,,,,,C,C,C,,,,,,,,,,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,2.1,3.2,0.9,6.5,7.4,5.4,3.3,4.4,2.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,,,,,,,2.5,2.7,2.2,,,,,,,C,C,C,,,,,,,,,,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,1.7,2.5,1.0,5.8,7.2,4.5,2.9,3.8,2.1,C,C,C,C,C,C,C,C,C,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,1.5,2.0,1.0,3.9,4.6,3.1,2.1,2.7,1.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2001,,,,,,,9.1,15.4,5.8,,,,,,,C,C,C,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,,,,,,,10.0,15.3,7.5,,,,,,,C,C,C,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,,,,,,,10.9,17.1,7.3,,,,,,,C,C,C,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,,,,,,,9.4,15.1,6.2,,,,,,,C,C,C,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,,,,,,,8.5,13.0,5.9,,,,,,,C,C,C,,,,,,,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,Data reference period: April | Age coverage - minimum age: 14 years old,,,,,,,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,,,,,,,8.2,,,,,,,,,C,,,,,,,,,Data reference period: May | Age coverage - minimum age: 14 years old,,,,,,,,,False,,
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,5.8,8.8,4.0,16.8,26.4,11.6,8.4,12.6,5.8,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,5.2,9.6,2.5,18.2,28.9,12.0,8.2,14.0,4.8,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,5.0,7.1,3.7,16.4,25.5,11.2,7.6,11.1,5.4,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,4.3,7.3,2.4,16.3,25.7,11.0,7.0,11.1,4.4,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,4.0,5.4,3.1,15.3,24.8,9.5,6.6,9.8,4.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,True,True,True,True,True,True,True,True,True
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2000,3.0,3.2,2.8,9.3,8.9,9.7,4.0,4.1,3.9,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2001,3.7,3.7,3.6,10.6,9.6,11.4,4.7,4.7,4.8,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2002,4.7,4.6,4.7,12.0,11.1,12.8,5.8,5.6,5.9,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2003,4.9,4.6,5.1,12.4,11.4,13.4,6.0,5.7,6.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2004,4.4,4.4,4.4,11.9,11.0,12.6,5.5,5.4,5.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2005,4.0,4.2,3.8,11.3,10.1,12.4,5.1,5.1,5.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2006,3.6,3.7,3.5,10.5,9.7,11.2,4.6,4.6,4.6,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2007,3.6,3.6,3.6,10.5,9.4,11.6,4.6,4.5,4.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
I.10,Ia3981659,"Unemployment rate, by sex, age and persons with disabilities",Sd5a60c11,"Unemployment rate, by sex and age",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,G,Global,2021,PT,Percent,2008,4.6,4.4,4.8,12.9,11.2,14.4,5.8,5.4,6.1,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Nonstandard age group: Excluding age 15,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,False,False,False,False,False,False,False,False,False
